,ts
1448,2021-02-12 14:30:00-05:00
1449,2021-02-12 15:30:00-05:00
1450,2021-02-16 09:30:00-05:00
1451,2021-02-16 10:30:00-05:00
1452,2021-02-16 11:30:00-05:00
1453,2021-02-16 12:30:00-05:00
1454,2021-02-16 13:30:00-05:00
1455,2021-02-16 14:30:00-05:00
1456,2021-02-16 15:30:00-05:00
1457,2021-02-17 09:30:00-05:00
1458,2021-02-17 10:30:00-05:00
1459,2021-02-17 11:30:00-05:00
1460,2021-02-17 12:30:00-05:00
1461,2021-02-17 13:30:00-05:00
1462,2021-02-17 14:30:00-05:00
1463,2021-02-17 15:30:00-05:00
1464,2021-02-18 09:30:00-05:00
1465,2021-02-18 10:30:00-05:00
1466,2021-02-18 11:30:00-05:00
1467,2021-02-18 12:30:00-05:00
1468,2021-02-18 13:30:00-05:00
1469,2021-02-18 14:30:00-05:00
1470,2021-02-18 15:30:00-05:00
1471,2021-02-19 09:30:00-05:00
1472,2021-02-19 10:30:00-05:00
1473,2021-02-19 11:30:00-05:00
1474,2021-02-19 12:30:00-05:00
1475,2021-02-19 13:30:00-05:00
1476,2021-02-19 14:30:00-05:00
1477,2021-02-19 15:30:00-05:00
1478,2021-02-22 09:30:00-05:00
1479,2021-02-22 10:30:00-05:00
1480,2021-02-22 11:30:00-05:00
1481,2021-02-22 12:30:00-05:00
1482,2021-02-22 13:30:00-05:00
1483,2021-02-22 14:30:00-05:00
1484,2021-02-22 15:30:00-05:00
1485,2021-02-23 09:30:00-05:00
1486,2021-02-23 10:30:00-05:00
1487,2021-02-23 11:30:00-05:00
1488,2021-02-23 12:30:00-05:00
1489,2021-02-23 13:30:00-05:00
1490,2021-02-23 14:30:00-05:00
1491,2021-02-23 15:30:00-05:00
1492,2021-02-24 09:30:00-05:00
1493,2021-02-24 10:30:00-05:00
1494,2021-02-24 11:30:00-05:00
1495,2021-02-24 12:30:00-05:00
1496,2021-02-24 13:30:00-05:00
1497,2021-02-24 14:30:00-05:00
1498,2021-02-24 15:30:00-05:00
1499,2021-02-25 09:30:00-05:00
1500,2021-02-25 10:30:00-05:00
1501,2021-02-25 11:30:00-05:00
1502,2021-02-25 12:30:00-05:00
1503,2021-02-25 13:30:00-05:00
1504,2021-02-25 14:30:00-05:00
1505,2021-02-25 15:30:00-05:00
1506,2021-02-26 09:30:00-05:00
1507,2021-02-26 10:30:00-05:00
1508,2021-02-26 11:30:00-05:00
1509,2021-02-26 12:30:00-05:00
1510,2021-02-26 13:30:00-05:00
1511,2021-02-26 14:30:00-05:00
1512,2021-02-26 15:30:00-05:00
1513,2021-03-01 09:30:00-05:00
1514,2021-03-01 10:30:00-05:00
1515,2021-03-01 11:30:00-05:00
1516,2021-03-01 12:30:00-05:00
1517,2021-03-01 13:30:00-05:00
1518,2021-03-01 14:30:00-05:00
1519,2021-03-01 15:30:00-05:00
1520,2021-03-02 09:30:00-05:00
1521,2021-03-02 10:30:00-05:00
1522,2021-03-02 11:30:00-05:00
1523,2021-03-02 12:30:00-05:00
1524,2021-03-02 13:30:00-05:00
1525,2021-03-02 14:30:00-05:00
1526,2021-03-02 15:30:00-05:00
1527,2021-03-03 09:30:00-05:00
1528,2021-03-03 10:30:00-05:00
1529,2021-03-03 11:30:00-05:00
1530,2021-03-03 12:30:00-05:00
1531,2021-03-03 13:30:00-05:00
1532,2021-03-03 14:30:00-05:00
1533,2021-03-03 15:30:00-05:00
1534,2021-03-04 09:30:00-05:00
1535,2021-03-04 10:30:00-05:00
1536,2021-03-04 11:30:00-05:00
1537,2021-03-04 12:30:00-05:00
1538,2021-03-04 13:30:00-05:00
1539,2021-03-04 14:30:00-05:00
1540,2021-03-04 15:30:00-05:00
1541,2021-03-05 09:30:00-05:00
1542,2021-03-05 10:30:00-05:00
1543,2021-03-05 11:30:00-05:00
1544,2021-03-05 12:30:00-05:00
1545,2021-03-05 13:30:00-05:00
1546,2021-03-05 14:30:00-05:00
1547,2021-03-05 15:30:00-05:00
1548,2021-03-08 09:30:00-05:00
1549,2021-03-08 10:30:00-05:00
1550,2021-03-08 11:30:00-05:00
1551,2021-03-08 12:30:00-05:00
1552,2021-03-08 13:30:00-05:00
1553,2021-03-08 14:30:00-05:00
1554,2021-03-08 15:30:00-05:00
1555,2021-03-09 09:30:00-05:00
1556,2021-03-09 10:30:00-05:00
1557,2021-03-09 11:30:00-05:00
1558,2021-03-09 12:30:00-05:00
1559,2021-03-09 13:30:00-05:00
1560,2021-03-09 14:30:00-05:00
1561,2021-03-09 15:30:00-05:00
1562,2021-03-10 09:30:00-05:00
1563,2021-03-10 10:30:00-05:00
1564,2021-03-10 11:30:00-05:00
1565,2021-03-10 12:30:00-05:00
1566,2021-03-10 13:30:00-05:00
1567,2021-03-10 14:30:00-05:00
1568,2021-03-10 15:30:00-05:00
1569,2021-03-11 09:30:00-05:00
1570,2021-03-11 10:30:00-05:00
1571,2021-03-11 11:30:00-05:00
1572,2021-03-11 12:30:00-05:00
1573,2021-03-11 13:30:00-05:00
1574,2021-03-11 14:30:00-05:00
1575,2021-03-11 15:30:00-05:00
1576,2021-03-12 09:30:00-05:00
1577,2021-03-12 10:30:00-05:00
1578,2021-03-12 11:30:00-05:00
1579,2021-03-12 12:30:00-05:00
1580,2021-03-12 13:30:00-05:00
1581,2021-03-12 14:30:00-05:00
1582,2021-03-12 15:30:00-05:00
1583,2021-03-15 09:30:00-04:00
1584,2021-03-15 10:30:00-04:00
1585,2021-03-15 11:30:00-04:00
1586,2021-03-15 12:30:00-04:00
1587,2021-03-15 13:30:00-04:00
1588,2021-03-15 14:30:00-04:00
1589,2021-03-15 15:30:00-04:00
1590,2021-03-16 09:30:00-04:00
1591,2021-03-16 10:30:00-04:00
1592,2021-03-16 11:30:00-04:00
1593,2021-03-16 12:30:00-04:00
1594,2021-03-16 13:30:00-04:00
1595,2021-03-16 14:30:00-04:00
1596,2021-03-16 15:30:00-04:00
1597,2021-03-17 09:30:00-04:00
1598,2021-03-17 10:30:00-04:00
1599,2021-03-17 11:30:00-04:00
1600,2021-03-17 12:30:00-04:00
1601,2021-03-17 13:30:00-04:00
1602,2021-03-17 14:30:00-04:00
1603,2021-03-17 15:30:00-04:00
1604,2021-03-18 09:30:00-04:00
1605,2021-03-18 10:30:00-04:00
1606,2021-03-18 11:30:00-04:00
1607,2021-03-18 12:30:00-04:00
1608,2021-03-18 13:30:00-04:00
1609,2021-03-18 14:30:00-04:00
1610,2021-03-18 15:30:00-04:00
1611,2021-03-19 09:30:00-04:00
1612,2021-03-19 10:30:00-04:00
1613,2021-03-19 11:30:00-04:00
1614,2021-03-19 12:30:00-04:00
1615,2021-03-19 13:30:00-04:00
1616,2021-03-19 14:30:00-04:00
1617,2021-03-19 15:30:00-04:00
1618,2021-03-22 09:30:00-04:00
1619,2021-03-22 10:30:00-04:00
1620,2021-03-22 11:30:00-04:00
1621,2021-03-22 12:30:00-04:00
1622,2021-03-22 13:30:00-04:00
1623,2021-03-22 14:30:00-04:00
1624,2021-03-22 15:30:00-04:00
1625,2021-03-23 09:30:00-04:00
1626,2021-03-23 10:30:00-04:00
1627,2021-03-23 11:30:00-04:00
1628,2021-03-23 12:30:00-04:00
1629,2021-03-23 13:30:00-04:00
1630,2021-03-23 14:30:00-04:00
1631,2021-03-23 15:30:00-04:00
1632,2021-03-24 09:30:00-04:00
1633,2021-03-24 10:30:00-04:00
1634,2021-03-24 11:30:00-04:00
1635,2021-03-24 12:30:00-04:00
1636,2021-03-24 13:30:00-04:00
1637,2021-03-24 14:30:00-04:00
1638,2021-03-24 15:30:00-04:00
1639,2021-03-25 09:30:00-04:00
1640,2021-03-25 10:30:00-04:00
1641,2021-03-25 11:30:00-04:00
1642,2021-03-25 12:30:00-04:00
1643,2021-03-25 13:30:00-04:00
1644,2021-03-25 14:30:00-04:00
1645,2021-03-25 15:30:00-04:00
1646,2021-03-26 09:30:00-04:00
1647,2021-03-26 10:30:00-04:00
1648,2021-03-26 11:30:00-04:00
1649,2021-03-26 12:30:00-04:00
1650,2021-03-26 13:30:00-04:00
1651,2021-03-26 14:30:00-04:00
1652,2021-03-26 15:30:00-04:00
1653,2021-03-29 09:30:00-04:00
1654,2021-03-29 10:30:00-04:00
1655,2021-03-29 11:30:00-04:00
1656,2021-03-29 12:30:00-04:00
1657,2021-03-29 13:30:00-04:00
1658,2021-03-29 14:30:00-04:00
1659,2021-03-29 15:30:00-04:00
1660,2021-03-30 09:30:00-04:00
1661,2021-03-30 10:30:00-04:00
1662,2021-03-30 11:30:00-04:00
1663,2021-03-30 12:30:00-04:00
1664,2021-03-30 13:30:00-04:00
1665,2021-03-30 14:30:00-04:00
1666,2021-03-30 15:30:00-04:00
1667,2021-03-31 09:30:00-04:00
1668,2021-03-31 10:30:00-04:00
1669,2021-03-31 11:30:00-04:00
1670,2021-03-31 12:30:00-04:00
1671,2021-03-31 13:30:00-04:00
1672,2021-03-31 14:30:00-04:00
1673,2021-03-31 15:30:00-04:00
1674,2021-04-01 09:30:00-04:00
1675,2021-04-01 10:30:00-04:00
1676,2021-04-01 11:30:00-04:00
1677,2021-04-01 12:30:00-04:00
1678,2021-04-01 13:30:00-04:00
1679,2021-04-01 14:30:00-04:00
1680,2021-04-01 15:30:00-04:00
1681,2021-04-05 09:30:00-04:00
1682,2021-04-05 10:30:00-04:00
1683,2021-04-05 11:30:00-04:00
1684,2021-04-05 12:30:00-04:00
1685,2021-04-05 13:30:00-04:00
1686,2021-04-05 14:30:00-04:00
1687,2021-04-05 15:30:00-04:00
1688,2021-04-06 09:30:00-04:00
1689,2021-04-06 10:30:00-04:00
1690,2021-04-06 11:30:00-04:00
1691,2021-04-06 12:30:00-04:00
1692,2021-04-06 13:30:00-04:00
1693,2021-04-06 14:30:00-04:00
1694,2021-04-06 15:30:00-04:00
1695,2021-04-07 09:30:00-04:00
1696,2021-04-07 10:30:00-04:00
1697,2021-04-07 11:30:00-04:00
1698,2021-04-07 12:30:00-04:00
1699,2021-04-07 13:30:00-04:00
1700,2021-04-07 14:30:00-04:00
1701,2021-04-07 15:30:00-04:00
1702,2021-04-08 09:30:00-04:00
1703,2021-04-08 10:30:00-04:00
1704,2021-04-08 11:30:00-04:00
1705,2021-04-08 12:30:00-04:00
1706,2021-04-08 13:30:00-04:00
1707,2021-04-08 14:30:00-04:00
1708,2021-04-08 15:30:00-04:00
1709,2021-04-09 09:30:00-04:00
1710,2021-04-09 10:30:00-04:00
1711,2021-04-09 11:30:00-04:00
1712,2021-04-09 12:30:00-04:00
1713,2021-04-09 13:30:00-04:00
1714,2021-04-09 14:30:00-04:00
1715,2021-04-09 15:30:00-04:00
1716,2021-04-12 09:30:00-04:00
1717,2021-04-12 10:30:00-04:00
1718,2021-04-12 11:30:00-04:00
1719,2021-04-12 12:30:00-04:00
1720,2021-04-12 13:30:00-04:00
1721,2021-04-12 14:30:00-04:00
1722,2021-04-12 15:30:00-04:00
1723,2021-04-13 09:30:00-04:00
1724,2021-04-13 10:30:00-04:00
1725,2021-04-13 11:30:00-04:00
1726,2021-04-13 12:30:00-04:00
1727,2021-04-13 13:30:00-04:00
1728,2021-04-13 14:30:00-04:00
1729,2021-04-13 15:30:00-04:00
1730,2021-04-14 09:30:00-04:00
1731,2021-04-14 10:30:00-04:00
1732,2021-04-14 11:30:00-04:00
1733,2021-04-14 12:30:00-04:00
1734,2021-04-14 13:30:00-04:00
1735,2021-04-14 14:30:00-04:00
1736,2021-04-14 15:30:00-04:00
1737,2021-04-15 09:30:00-04:00
1738,2021-04-15 10:30:00-04:00
1739,2021-04-15 11:30:00-04:00
1740,2021-04-15 12:30:00-04:00
1741,2021-04-15 13:30:00-04:00
1742,2021-04-15 14:30:00-04:00
1743,2021-04-15 15:30:00-04:00
1744,2021-04-16 09:30:00-04:00
1745,2021-04-16 10:30:00-04:00
1746,2021-04-16 11:30:00-04:00
1747,2021-04-16 12:30:00-04:00
1748,2021-04-16 13:30:00-04:00
1749,2021-04-16 14:30:00-04:00
1750,2021-04-16 15:30:00-04:00
1751,2021-04-19 09:30:00-04:00
1752,2021-04-19 10:30:00-04:00
1753,2021-04-19 11:30:00-04:00
1754,2021-04-19 12:30:00-04:00
1755,2021-04-19 13:30:00-04:00
1756,2021-04-19 14:30:00-04:00
1757,2021-04-19 15:30:00-04:00
1758,2021-04-20 09:30:00-04:00
1759,2021-04-20 10:30:00-04:00
1760,2021-04-20 11:30:00-04:00
1761,2021-04-20 12:30:00-04:00
1762,2021-04-20 13:30:00-04:00
1763,2021-04-20 14:30:00-04:00
1764,2021-04-20 15:30:00-04:00
1765,2021-04-21 09:30:00-04:00
1766,2021-04-21 10:30:00-04:00
1767,2021-04-21 11:30:00-04:00
1768,2021-04-21 12:30:00-04:00
1769,2021-04-21 13:30:00-04:00
1770,2021-04-21 14:30:00-04:00
1771,2021-04-21 15:30:00-04:00
1772,2021-04-22 09:30:00-04:00
1773,2021-04-22 10:30:00-04:00
1774,2021-04-22 11:30:00-04:00
1775,2021-04-22 12:30:00-04:00
1776,2021-04-22 13:30:00-04:00
1777,2021-04-22 14:30:00-04:00
1778,2021-04-22 15:30:00-04:00
1779,2021-04-23 09:30:00-04:00
1780,2021-04-23 10:30:00-04:00
1781,2021-04-23 11:30:00-04:00
1782,2021-04-23 12:30:00-04:00
1783,2021-04-23 13:30:00-04:00
1784,2021-04-23 14:30:00-04:00
1785,2021-04-23 15:30:00-04:00
1786,2021-04-26 09:30:00-04:00
1787,2021-04-26 10:30:00-04:00
1788,2021-04-26 11:30:00-04:00
1789,2021-04-26 12:30:00-04:00
1790,2021-04-26 13:30:00-04:00
1791,2021-04-26 14:30:00-04:00
1792,2021-04-26 15:30:00-04:00
1793,2021-04-27 09:30:00-04:00
1794,2021-04-27 10:30:00-04:00
1795,2021-04-27 11:30:00-04:00
1796,2021-04-27 12:30:00-04:00
1797,2021-04-27 13:30:00-04:00
1798,2021-04-27 14:30:00-04:00
1799,2021-04-27 15:30:00-04:00
1800,2021-04-28 09:30:00-04:00
1801,2021-04-28 10:30:00-04:00
1802,2021-04-28 11:30:00-04:00
1803,2021-04-28 12:30:00-04:00
1804,2021-04-28 13:30:00-04:00
1805,2021-04-28 14:30:00-04:00
1806,2021-04-28 15:30:00-04:00
1807,2021-04-29 09:30:00-04:00
1808,2021-04-29 10:30:00-04:00
1809,2021-04-29 11:30:00-04:00
1810,2021-04-29 12:30:00-04:00
1811,2021-04-29 13:30:00-04:00
1812,2021-04-29 14:30:00-04:00
1813,2021-04-29 15:30:00-04:00
1814,2021-04-30 09:30:00-04:00
1815,2021-04-30 10:30:00-04:00
1816,2021-04-30 11:30:00-04:00
1817,2021-04-30 12:30:00-04:00
1818,2021-04-30 13:30:00-04:00
1819,2021-04-30 14:30:00-04:00
1820,2021-04-30 15:30:00-04:00
1821,2021-05-03 09:30:00-04:00
1822,2021-05-03 10:30:00-04:00
1823,2021-05-03 11:30:00-04:00
1824,2021-05-03 12:30:00-04:00
1825,2021-05-03 13:30:00-04:00
1826,2021-05-03 14:30:00-04:00
1827,2021-05-03 15:30:00-04:00
1828,2021-05-04 09:30:00-04:00
1829,2021-05-04 10:30:00-04:00
1830,2021-05-04 11:30:00-04:00
1831,2021-05-04 12:30:00-04:00
1832,2021-05-04 13:30:00-04:00
1833,2021-05-04 14:30:00-04:00
1834,2021-05-04 15:30:00-04:00
1835,2021-05-05 09:30:00-04:00
1836,2021-05-05 10:30:00-04:00
1837,2021-05-05 11:30:00-04:00
1838,2021-05-05 12:30:00-04:00
1839,2021-05-05 13:30:00-04:00
1840,2021-05-05 14:30:00-04:00
1841,2021-05-05 15:30:00-04:00
1842,2021-05-06 09:30:00-04:00
1843,2021-05-06 10:30:00-04:00
1844,2021-05-06 11:30:00-04:00
1845,2021-05-06 12:30:00-04:00
1846,2021-05-06 13:30:00-04:00
1847,2021-05-06 14:30:00-04:00
1848,2021-05-06 15:30:00-04:00
1849,2021-05-07 09:30:00-04:00
1850,2021-05-07 10:30:00-04:00
1851,2021-05-07 11:30:00-04:00
1852,2021-05-07 12:30:00-04:00
1853,2021-05-07 13:30:00-04:00
1854,2021-05-07 14:30:00-04:00
1855,2021-05-07 15:30:00-04:00
1856,2021-05-10 09:30:00-04:00
1857,2021-05-10 10:30:00-04:00
1858,2021-05-10 11:30:00-04:00
1859,2021-05-10 12:30:00-04:00
1860,2021-05-10 13:30:00-04:00
1861,2021-05-10 14:30:00-04:00
1862,2021-05-10 15:30:00-04:00
1863,2021-05-11 09:30:00-04:00
1864,2021-05-11 10:30:00-04:00
1865,2021-05-11 11:30:00-04:00
1866,2021-05-11 12:30:00-04:00
1867,2021-05-11 13:30:00-04:00
1868,2021-05-11 14:30:00-04:00
1869,2021-05-11 15:30:00-04:00
1870,2021-05-12 09:30:00-04:00
1871,2021-05-12 10:30:00-04:00
1872,2021-05-12 11:30:00-04:00
1873,2021-05-12 12:30:00-04:00
1874,2021-05-12 13:30:00-04:00
1875,2021-05-12 14:30:00-04:00
1876,2021-05-12 15:30:00-04:00
1877,2021-05-13 09:30:00-04:00
1878,2021-05-13 10:30:00-04:00
1879,2021-05-13 11:30:00-04:00
1880,2021-05-13 12:30:00-04:00
1881,2021-05-13 13:30:00-04:00
1882,2021-05-13 14:30:00-04:00
1883,2021-05-13 15:30:00-04:00
1884,2021-05-14 09:30:00-04:00
1885,2021-05-14 10:30:00-04:00
1886,2021-05-14 11:30:00-04:00
1887,2021-05-14 12:30:00-04:00
1888,2021-05-14 13:30:00-04:00
1889,2021-05-14 14:30:00-04:00
1890,2021-05-14 15:30:00-04:00
1891,2021-05-17 09:30:00-04:00
1892,2021-05-17 10:30:00-04:00
1893,2021-05-17 11:30:00-04:00
1894,2021-05-17 12:30:00-04:00
1895,2021-05-17 13:30:00-04:00
1896,2021-05-17 14:30:00-04:00
1897,2021-05-17 15:30:00-04:00
1898,2021-05-18 09:30:00-04:00
1899,2021-05-18 10:30:00-04:00
1900,2021-05-18 11:30:00-04:00
1901,2021-05-18 12:30:00-04:00
1902,2021-05-18 13:30:00-04:00
1903,2021-05-18 14:30:00-04:00
1904,2021-05-18 15:30:00-04:00
1905,2021-05-19 09:30:00-04:00
1906,2021-05-19 10:30:00-04:00
1907,2021-05-19 11:30:00-04:00
1908,2021-05-19 12:30:00-04:00
1909,2021-05-19 13:30:00-04:00
1910,2021-05-19 14:30:00-04:00
1911,2021-05-19 15:30:00-04:00
1912,2021-05-20 09:30:00-04:00
1913,2021-05-20 10:30:00-04:00
1914,2021-05-20 11:30:00-04:00
1915,2021-05-20 12:30:00-04:00
1916,2021-05-20 13:30:00-04:00
1917,2021-05-20 14:30:00-04:00
1918,2021-05-20 15:30:00-04:00
1919,2021-05-21 09:30:00-04:00
1920,2021-05-21 10:30:00-04:00
1921,2021-05-21 11:30:00-04:00
1922,2021-05-21 12:30:00-04:00
1923,2021-05-21 13:30:00-04:00
1924,2021-05-21 14:30:00-04:00
1925,2021-05-21 15:30:00-04:00
1926,2021-05-24 09:30:00-04:00
1927,2021-05-24 10:30:00-04:00
1928,2021-05-24 11:30:00-04:00
1929,2021-05-24 12:30:00-04:00
1930,2021-05-24 13:30:00-04:00
1931,2021-05-24 14:30:00-04:00
1932,2021-05-24 15:30:00-04:00
1933,2021-05-25 09:30:00-04:00
1934,2021-05-25 10:30:00-04:00
1935,2021-05-25 11:30:00-04:00
1936,2021-05-25 12:30:00-04:00
1937,2021-05-25 13:30:00-04:00
1938,2021-05-25 14:30:00-04:00
1939,2021-05-25 15:30:00-04:00
1940,2021-05-26 09:30:00-04:00
1941,2021-05-26 10:30:00-04:00
1942,2021-05-26 11:30:00-04:00
1943,2021-05-26 12:30:00-04:00
1944,2021-05-26 13:30:00-04:00
1945,2021-05-26 14:30:00-04:00
1946,2021-05-26 15:30:00-04:00
1947,2021-05-27 09:30:00-04:00
1948,2021-05-27 10:30:00-04:00
1949,2021-05-27 11:30:00-04:00
1950,2021-05-27 12:30:00-04:00
1951,2021-05-27 13:30:00-04:00
1952,2021-05-27 14:30:00-04:00
1953,2021-05-27 15:30:00-04:00
1954,2021-05-28 09:30:00-04:00
1955,2021-05-28 10:30:00-04:00
1956,2021-05-28 11:30:00-04:00
1957,2021-05-28 12:30:00-04:00
1958,2021-05-28 13:30:00-04:00
1959,2021-05-28 14:30:00-04:00
1960,2021-05-28 15:30:00-04:00
1961,2021-06-01 09:30:00-04:00
1962,2021-06-01 10:30:00-04:00
1963,2021-06-01 11:30:00-04:00
1964,2021-06-01 12:30:00-04:00
1965,2021-06-01 13:30:00-04:00
1966,2021-06-01 14:30:00-04:00
1967,2021-06-01 15:30:00-04:00
1968,2021-06-02 09:30:00-04:00
1969,2021-06-02 10:30:00-04:00
1970,2021-06-02 11:30:00-04:00
1971,2021-06-02 12:30:00-04:00
1972,2021-06-02 13:30:00-04:00
1973,2021-06-02 14:30:00-04:00
1974,2021-06-02 15:30:00-04:00
1975,2021-06-03 09:30:00-04:00
1976,2021-06-03 10:30:00-04:00
1977,2021-06-03 11:30:00-04:00
1978,2021-06-03 12:30:00-04:00
1979,2021-06-03 13:30:00-04:00
1980,2021-06-03 14:30:00-04:00
1981,2021-06-03 15:30:00-04:00
1982,2021-06-04 09:30:00-04:00
1983,2021-06-04 10:30:00-04:00
1984,2021-06-04 11:30:00-04:00
1985,2021-06-04 12:30:00-04:00
1986,2021-06-04 13:30:00-04:00
1987,2021-06-04 14:30:00-04:00
1988,2021-06-04 15:30:00-04:00
1989,2021-06-07 09:30:00-04:00
1990,2021-06-07 10:30:00-04:00
1991,2021-06-07 11:30:00-04:00
1992,2021-06-07 12:30:00-04:00
1993,2021-06-07 13:30:00-04:00
1994,2021-06-07 14:30:00-04:00
1995,2021-06-07 15:30:00-04:00
1996,2021-06-08 09:30:00-04:00
1997,2021-06-08 10:30:00-04:00
1998,2021-06-08 11:30:00-04:00
1999,2021-06-08 12:30:00-04:00
2000,2021-06-08 13:30:00-04:00
2001,2021-06-08 14:30:00-04:00
2002,2021-06-08 15:30:00-04:00
2003,2021-06-09 09:30:00-04:00
2004,2021-06-09 10:30:00-04:00
2005,2021-06-09 11:30:00-04:00
2006,2021-06-09 12:30:00-04:00
2007,2021-06-09 13:30:00-04:00
2008,2021-06-09 14:30:00-04:00
2009,2021-06-09 15:30:00-04:00
2010,2021-06-10 09:30:00-04:00
2011,2021-06-10 10:30:00-04:00
2012,2021-06-10 11:30:00-04:00
2013,2021-06-10 12:30:00-04:00
2014,2021-06-10 13:30:00-04:00
2015,2021-06-10 14:30:00-04:00
2016,2021-06-10 15:30:00-04:00
2017,2021-06-11 09:30:00-04:00
2018,2021-06-11 10:30:00-04:00
2019,2021-06-11 11:30:00-04:00
2020,2021-06-11 12:30:00-04:00
2021,2021-06-11 13:30:00-04:00
2022,2021-06-11 14:30:00-04:00
2023,2021-06-11 15:30:00-04:00
2024,2021-06-14 09:30:00-04:00
2025,2021-06-14 10:30:00-04:00
2026,2021-06-14 11:30:00-04:00
2027,2021-06-14 12:30:00-04:00
2028,2021-06-14 13:30:00-04:00
2029,2021-06-14 14:30:00-04:00
2030,2021-06-14 15:30:00-04:00
2031,2021-06-15 09:30:00-04:00
2032,2021-06-15 10:30:00-04:00
2033,2021-06-15 11:30:00-04:00
2034,2021-06-15 12:30:00-04:00
2035,2021-06-15 13:30:00-04:00
2036,2021-06-15 14:30:00-04:00
2037,2021-06-15 15:30:00-04:00
2038,2021-06-16 09:30:00-04:00
2039,2021-06-16 10:30:00-04:00
2040,2021-06-16 11:30:00-04:00
2041,2021-06-16 12:30:00-04:00
2042,2021-06-16 13:30:00-04:00
2043,2021-06-16 14:30:00-04:00
2044,2021-06-16 15:30:00-04:00
2045,2021-06-17 09:30:00-04:00
2046,2021-06-17 10:30:00-04:00
2047,2021-06-17 11:30:00-04:00
2048,2021-06-17 12:30:00-04:00
2049,2021-06-17 13:30:00-04:00
2050,2021-06-17 14:30:00-04:00
2051,2021-06-17 15:30:00-04:00
2052,2021-06-18 09:30:00-04:00
2053,2021-06-18 10:30:00-04:00
2054,2021-06-18 11:30:00-04:00
2055,2021-06-18 12:30:00-04:00
2056,2021-06-18 13:30:00-04:00
2057,2021-06-18 14:30:00-04:00
2058,2021-06-18 15:30:00-04:00
2059,2021-06-21 09:30:00-04:00
2060,2021-06-21 10:30:00-04:00
2061,2021-06-21 11:30:00-04:00
2062,2021-06-21 12:30:00-04:00
2063,2021-06-21 13:30:00-04:00
2064,2021-06-21 14:30:00-04:00
2065,2021-06-21 15:30:00-04:00
2066,2021-06-22 09:30:00-04:00
2067,2021-06-22 10:30:00-04:00
2068,2021-06-22 11:30:00-04:00
2069,2021-06-22 12:30:00-04:00
2070,2021-06-22 13:30:00-04:00
2071,2021-06-22 14:30:00-04:00
2072,2021-06-22 15:30:00-04:00
2073,2021-06-23 09:30:00-04:00
2074,2021-06-23 10:30:00-04:00
2075,2021-06-23 11:30:00-04:00
2076,2021-06-23 12:30:00-04:00
2077,2021-06-23 13:30:00-04:00
2078,2021-06-23 14:30:00-04:00
2079,2021-06-23 15:30:00-04:00
2080,2021-06-24 09:30:00-04:00
2081,2021-06-24 10:30:00-04:00
2082,2021-06-24 11:30:00-04:00
2083,2021-06-24 12:30:00-04:00
2084,2021-06-24 13:30:00-04:00
2085,2021-06-24 14:30:00-04:00
2086,2021-06-24 15:30:00-04:00
2087,2021-06-25 09:30:00-04:00
2088,2021-06-25 10:30:00-04:00
2089,2021-06-25 11:30:00-04:00
2090,2021-06-25 12:30:00-04:00
2091,2021-06-25 13:30:00-04:00
2092,2021-06-25 14:30:00-04:00
2093,2021-06-25 15:30:00-04:00
2094,2021-06-28 09:30:00-04:00
2095,2021-06-28 10:30:00-04:00
2096,2021-06-28 11:30:00-04:00
2097,2021-06-28 12:30:00-04:00
2098,2021-06-28 13:30:00-04:00
2099,2021-06-28 14:30:00-04:00
2100,2021-06-28 15:30:00-04:00
2101,2021-06-29 09:30:00-04:00
2102,2021-06-29 10:30:00-04:00
2103,2021-06-29 11:30:00-04:00
2104,2021-06-29 12:30:00-04:00
2105,2021-06-29 13:30:00-04:00
2106,2021-06-29 14:30:00-04:00
2107,2021-06-29 15:30:00-04:00
2108,2021-06-30 09:30:00-04:00
2109,2021-06-30 10:30:00-04:00
2110,2021-06-30 11:30:00-04:00
2111,2021-06-30 12:30:00-04:00
2112,2021-06-30 13:30:00-04:00
2113,2021-06-30 14:30:00-04:00
2114,2021-06-30 15:30:00-04:00
2115,2021-07-01 09:30:00-04:00
2116,2021-07-01 10:30:00-04:00
2117,2021-07-01 11:30:00-04:00
2118,2021-07-01 12:30:00-04:00
2119,2021-07-01 13:30:00-04:00
2120,2021-07-01 14:30:00-04:00
2121,2021-07-01 15:30:00-04:00
2122,2021-07-02 09:30:00-04:00
2123,2021-07-02 10:30:00-04:00
2124,2021-07-02 11:30:00-04:00
2125,2021-07-02 12:30:00-04:00
2126,2021-07-02 13:30:00-04:00
2127,2021-07-02 14:30:00-04:00
2128,2021-07-02 15:30:00-04:00
2129,2021-07-06 09:30:00-04:00
2130,2021-07-06 10:30:00-04:00
2131,2021-07-06 11:30:00-04:00
2132,2021-07-06 12:30:00-04:00
2133,2021-07-06 13:30:00-04:00
2134,2021-07-06 14:30:00-04:00
2135,2021-07-06 15:30:00-04:00
2136,2021-07-07 09:30:00-04:00
2137,2021-07-07 10:30:00-04:00
2138,2021-07-07 11:30:00-04:00
2139,2021-07-07 12:30:00-04:00
2140,2021-07-07 13:30:00-04:00
2141,2021-07-07 14:30:00-04:00
2142,2021-07-07 15:30:00-04:00
2143,2021-07-08 09:30:00-04:00
2144,2021-07-08 10:30:00-04:00
2145,2021-07-08 11:30:00-04:00
2146,2021-07-08 12:30:00-04:00
